,id,Location,Name,Address,District,RoadInfo,Poi,RoomInfo,label
65,C1040-M67,0.0,1.0,0.7925545003265947,,,,,True
66,C721-M16,0.010835747976670857,0.6680711885272758,0.9626233334905874,0.7141868442442146,,,,True
67,C915-M141,0.0,0.6605371099635082,0.9857728041155687,,1.0,,,True
68,C1013-M122,0.0,0.4988704008696232,0.962496393470109,1.0,0.9715205199864336,,,True
69,C845-M116,1.6664879107949069,1.0,0.8096486225949119,0.9389094700480722,,0.6084154283674755,,True
70,C1033-M30,2.5835907455544658,1.0,0.9895665894168517,1.0,0.9566455259357708,,,True
71,C1003-M145,0.06761358061901636,0.9154757542069272,0.8650987443047079,0.699282873420086,0.6463473226371065,,,True
72,C1075-M76,0.007198447755909237,1.0,0.8220992106247005,0.7940437079561039,0.5326603712584207,,,True
73,C865-M50,0.12761961742272887,1.0,0.8010068176329208,0.6190071167258148,0.6536129016918281,,,True
74,C1046-M32,0.0,1.0,1.0,1.0,1.0,,,True
75,C1064-M37,0.0,0.4799138058373533,0.9584535924616295,0.9667029231981397,1.0,,,True
76,C790-M64,0.0,1.0,0.9309651481374273,1.0,1.0,1.0,,True
77,C897-M121,0.0,1.0,0.9622137675740386,,,,,True
78,C889-M69,0.0,1.0,1.0,1.0,,,,True
79,C989-M95,0.0,1.0,0.9116647330725715,,1.0,,,True
80,C846-M226,26.088084837450786,0.9907275095485006,0.7815767737187785,0.7567670534686312,0.6038826393778388,,,True
81,C917-M74,0.0,1.0,1.0,1.0,,1.0,,True
82,C218-M46,2.2903321103107994,0.5887373165809807,0.7128086792847766,,0.34818756367285053,0.5042772661575531,0.9553976451154373,True
83,C965-M115,0.0,0.859339592325159,1.0,1.0,1.0,,,True
84,C1041-M31,0.04443821721755297,1.0,0.7787614863889467,0.7115330867219201,0.5938489527807679,,,True
85,C728-M167,10.939163594667383,1.0,0.6819094575268172,1.0,,0.3672525449082651,,True
86,C665-M96,0.8044766956296032,0.9846033606869586,0.8865800060058794,,,0.8087674568234392,,True
87,C817-M171,0.0,1.0,0.9011697935375597,,1.0,,,True
88,C882-M35,1.5551397851231255,1.0,0.6876642650074593,0.963161903101599,1.0,,,True
89,C898-M173,0.3920260129782105,1.0,0.68886980736677,,,0.7850169705368261,,True
90,C914-M83,0.7552703570675494,1.0,0.8474223047847412,1.0,1.0,,,True
91,C251-M51,0.5853001223304855,0.9603318964107609,0.9507298336904263,,,,,True
92,C583-M258,,1.0,0.5679057783009395,,,0.44642837608311403,,True
93,C905-M86,1.600029589176197,1.0,0.9748010148789324,,,0.6346039907361851,,True
94,C640-M115,0.9245177871501038,1.0,0.7201143551438047,0.8944517341173058,0.481310226746527,,,True
95,C1056-M7,3.744956660093325,1.0,0.9208711567559777,0.691966042423362,,,,True
96,C934-M90,0.0,1.0,0.9421277668528717,,,0.5991609868025153,,True
97,C973-M228,0.0,0.5353443794456216,0.8196544682221785,0.874206872301011,1.0,,,True
98,C480-M85,0.0,0.2459780395585731,0.9924558951147424,0.9581218365277882,0.992397675299069,,,True
99,C899-M130,0.024088915999047236,1.0,0.7736078537044726,0.6982052055778941,0.6018895514021172,,,True
100,C65-M178,0.572180138904511,1.0,0.8625255249163988,0.6121432117396537,1.0,,,True
101,C1058-M58,0.0,0.9150232103421229,1.0,1.0,1.0,,,True
102,C801-M204,1.2936500561001725,1.0,0.7975876148232981,,0.8738049251026462,,,True
103,C121-M190,2.2218752817572742,1.0,0.7246133977214239,,,0.6304884726479115,,True
104,C808-M135,0.14749646589992088,1.0,0.9253360307828697,0.9014075747521145,,,,True
105,C1047-M20,1.5811819030417755,1.0,0.6711074477094522,0.36853343682171047,,0.37610209012544915,,True
106,C1060-M11,12.581751030255253,1.0,0.938588739980576,1.0,,1.0,,True
107,C1057-M42,0.0,1.0,0.8481938245259545,0.48964524775900287,1.0,,,True
108,C1028-M2,,1.0,0.830281097758794,0.6562981735516616,,0.9152455512398492,,True
109,C1015-M84,0.0,1.0,1.0,,,1.0,,True
110,C883-M112,0.0,1.0,0.9649200475226065,0.6471522282274583,1.0,,,True
111,C785-M110,12.83432347829286,1.0,0.7633006320499923,0.9153454651485998,,,,True
112,C855-M220,0.0,0.9548514318221069,0.9976230009485484,0.9822233646509918,0.995473725451026,,,True
113,C984-M106,0.0,1.0,0.9968700695167165,,,0.9964820313791455,,True
114,C923-M150,0.06258777943377994,1.0,0.8806182767280643,0.8844190576790879,0.7229694815404017,,,True
115,C886-M70,0.0,1.0,0.8338203310650235,,,0.5964045421288837,,True
116,C965-M61,0.0,0.6979124436897349,0.9915422304556504,0.699282873420086,0.98691976508465,,,True
117,C939-M43,0.0,1.0,0.9386973913985434,0.8977910031759487,1.0,,,True
118,C1032-M81,6.8559098920340515,0.9593771352806592,0.7587340037487424,,0.5330329214002508,,,True
119,C987-M114,2.534107897725505,1.0,0.8937681069393508,,,0.5526027764527606,,True
120,C858-M143,15.043289590071145,1.0,0.8321881962696446,,,0.5487489796402232,,True
121,C586-M198,0.0,0.9945569716150573,0.9898348142570975,1.0,0.9902483602802825,,,True
122,C963-M59,0.24961738656012922,1.0,0.7656907159341898,0.889095430209895,0.6295016510267873,,,True
123,C1068-M5,1.8239389539228719,1.0,0.5755763478260971,0.4393806674781984,,,,True
124,C929-M34,0.0,1.0,0.9567434093880774,0.9250290235963753,,1.0,,True
125,C486-M120,0.0,1.0,1.0,1.0,1.0,,,True
126,C919-M133,2.9555020831295904,1.0,0.9154091672414988,0.7950485027008184,,,,True
127,C911-M103,0.31127599245567766,1.0,0.835711929187922,,1.0,0.47753231891932835,,True
128,C793-M113,0.0,0.99659386903757,1.0,,,1.0,,True
129,C1030-M1,0.1793906029117154,1.0,0.9001354177997546,0.6591005459541373,0.8571833250272721,,,True
130,C1050-M36,0.3531155235730718,1.0,0.8878171909053666,,0.8292272205940778,,,True
131,C770-M138,1.3045435513592902,0.915644850708086,0.9579626823023213,,1.0,,,True
132,C1017-M209,0.0,1.0,0.9762112040938836,,,0.8983700369151022,,True
133,C955-M23,0.0,1.0,1.0,,,1.0,,True
134,C1034-M62,1.0936941372761952,1.0,0.6734929151679416,,0.5559005465428289,,,True
135,C466-M83,0.08722612069365258,0.8761468343370559,0.7492546147752548,0.5560435642692977,0.672310682891389,,,True
136,C910-M144,10.00685980865164,1.0,0.7947202438257852,1.0,,,,True
137,C688-M56,2.660709411066256,0.9711421758089985,0.7326283151495612,,0.47956994348157544,,,True
138,C902-M179,0.0,1.0,1.0,,,1.0,,True
139,C885-M109,8.190312083808193,1.0,0.7843920049828325,0.6320998323695441,,0.295268300928216,,True
140,C768-M238,15.607575638774678,0.967056263172132,0.7657774491220828,0.821748260211751,,,,True
141,C792-M192,11.206062873990977,1.0,0.8882408691777542,0.9153454651485998,,,,True
142,C957-M81,0.0,0.9971595837834781,0.9774729807262545,1.0,1.0,,,True
143,C958-M44,18.772829163272135,1.0,0.7218017536118256,,,,,True
144,C1079-M107,0.06030054000587492,0.20599735796363816,0.795966026349137,,0.5942161049437045,,,True
145,C552-M185,0.0,1.0,0.8974547902806158,,,0.7707778429078058,,True
146,C960-M118,0.5031737741699066,1.0,0.8068286481910001,,,,,True
147,C1061-M25,1.5811819030417755,1.0,0.6377790657424227,0.36853343682171047,,,,True
148,C1054-M49,0.0,1.0,0.8485950465023752,0.8678723203810376,1.0,,,True
149,C1045-M9,25.74582391810193,1.0,0.8391127631144023,,,,,True
150,C1042-M14,0.0,1.0,1.0,,1.0,1.0,,True
151,C1036-M6,0.15465110655047778,1.0,0.942656591336974,1.0,,,,True
152,C1062-M3,0.0,1.0,0.9381738149278437,1.0,,,,True
153,C0-M0,2.542854261811244,1.0,0.9689717646927398,1.0,,0.9862456902894559,,True
154,C1010-M73,0.0,1.0,0.868313203504956,,,1.0,,True
155,C1063-M56,0.0,1.0,0.9749338587669437,1.0,0.9931823388582212,0.99598439041698,,True
156,C812-M100,0.0,1.0,0.7901412153933969,,,,,True
157,C99-M246,4.360787208205639,0.9944019415472793,0.8874841692521273,,,0.8757801533722182,,True
158,C1076-M40,0.06704014580913475,1.0,0.7279826048219912,0.48964524775900287,,,,True
159,C410-M226,22.02335840979761,0.9884710084231074,0.9099266294448375,0.9048521849740654,0.7591141119141144,,,True
