,id,行政区,Location,Name,Address,District,RoadInfo,Poi,RoomInfo
77,M1-T94,U,,0.4488634396274251,0.8389159146013486,,,,
78,M1-T98,U,,0.2312744948184748,0.8673721887791161,0.6723590617427969,,,
79,M1-T99,U,,0.3961607295889817,0.8255067199759609,,0.5024486575998588,,
80,M1-T101,U,4.007067537769904,0.2540558149732722,0.8323370374850034,0.7264206326776632,,,
81,M1-T103,南区,8.156952185218731,0.5315834817911333,0.8474098469022603,,0.5708281473550127,,
82,M1-T110,U,,0.1556431256978279,0.6571149568860786,,,,
83,M1-T111,U,,0.1029262912567035,0.6956316677759669,,,,
84,M1-T112,U,,0.1274678018602204,0.6956316677759669,,,,
85,M1-T113,U,,0.503448189469665,0.8625570841280764,,0.7578224968409945,,
86,M1-T115,U,,0.2151318600940255,0.8268856984797092,0.5805978555810015,,,
87,M1-T117,U,75.2628493678264,0.2278796740786197,0.8376520971851554,,,,
88,M1-T119,U,4.007067537769904,0.1595063825805321,0.8549213115131588,,,,
89,M1-T120,南区,7.616698370117525,0.2104781273909467,0.8804836723745646,0.5948278526492486,0.6410820668384576,,
90,M1-T126,U,,0.3484432414185681,0.7995527832953581,,,,
91,M1-T127,U,,0.2324453545869014,0.8297475070964316,0.4623734377368627,0.6912721373127333,,
92,M1-T129,U,,0.3478478885373439,0.7793060631027728,,,,
93,M1-T132,U,,0.2457470167444563,0.8134327971420191,,,,
94,M1-T137,U,,0.5430793930426422,0.7640583023814277,,,,
95,M1-T142,U,,0.285366147573894,0.8184351024442477,0.5457593387730908,,,
96,M1-T147,U,,0.47059027851862,0.6722785180643279,0.2924339395892588,0.6799449657379271,,
97,M1-T148,南区,1.829932538166941,0.3712819576339972,0.7668618367004025,,0.7154011199645729,,
98,M2-T1,U,,0.2678097429241879,0.7717610575639308,0.6945134082170443,,,
99,M2-T5,U,,0.363147437542501,0.7109845791776094,,,0.6735072815537283,
100,M2-T7,中西区,1.2760896015712748,0.2048599382652597,0.7609119856267456,,,,
101,M2-T8,U,,0.4322126605027676,0.7528980890142897,0.5835676107353773,,,
102,M2-T11,中西区,1.909503233069616,0.2259126670428808,0.7518010405439227,0.5879801059915818,,,
103,M2-T12,U,,0.2737277234689939,0.6064732928217642,,,,
104,M2-T13,U,1.6811422514371877,0.539852018927297,0.7915237929322476,0.7694653534623882,,0.7079539490019077,
105,M2-T15,U,,0.3800415129705028,0.7432442902928246,0.6769940296652395,,,
106,M2-T16,U,96.26360964607404,0.3625915053828148,0.70005235600042,0.5912866196322812,,,
107,M2-T18,U,,0.3572741726981244,0.7731249961395668,0.7505585075095307,,,
108,M2-T21,U,,0.2894663745110977,0.6699997123783136,,,,
109,M2-T25,中西区,1.7511275761841387,0.2508959816158564,0.7494156602426886,,,0.7845239655145663,
110,M2-T30,U,,0.2977204584920954,0.6829100073296683,,,0.6467495595371059,
111,M2-T31,U,,0.2790333780477119,0.5399179144588454,,,,
112,M2-T33,U,,0.2018874654184173,0.6214301292217519,,,0.2371294033720432,
113,M2-T36,U,,0.1663811584346388,0.5129105822041906,,,0.3552696005672302,
114,M2-T38,中西区,1.909503233069616,0.2592050720612058,0.7438080803546656,,,,
115,M2-T39,U,85.51147054017225,0.2337616520033265,0.7691820098820776,0.688475534434771,,,
116,M2-T46,U,,0.3258852721435965,0.4968084030885515,,,0.4402598344733327,
117,M2-T55,U,,0.4053027920301397,0.7727732030025084,0.6663666480773798,,,
118,M2-T59,中西区,1.2842978865999266,0.3048450926658432,0.5501922214534429,,,,
119,M2-T62,U,,0.3140687650831648,0.7173967357413354,,,,
120,M2-T64,U,,0.2439038996975255,0.7235257473237936,,,0.7330060518792346,
121,M2-T69,中西区,2.402943233146717,0.2805109354347127,0.7147378906383249,,,,
122,M2-T71,U,1.6811422514371877,0.2561884106419649,0.7340202798781882,,,,
123,M2-T72,U,1.6811422514371877,0.1168604166207156,0.7733262580365973,,,,
124,M2-T74,中西区,1.2070313153010954,0.1212278984854348,0.7882492131340852,,,,
125,M2-T75,U,,0.2175635672536372,0.7259132385643225,,,,
126,M2-T76,中西区,1.4403095106959196,0.5218577245998806,0.8088391430775215,,,0.6766691656996898,
127,M2-T78,U,,0.3019019315521887,0.3940560125269381,,,0.3021606119630424,
128,M2-T81,中西区,1.835321791056259,0.1403043200752712,0.7425260843776407,0.5879801059915818,,,
129,M2-T82,中西区,1.909503233069616,0.290877568695481,0.7780556339642406,0.5879801059915818,,,
130,M2-T84,U,,0.2648479160561405,0.5949530157614135,0.5879801059915818,,0.446513413578617,
131,M2-T85,U,,0.0898801962299162,0.6601284172351105,,,,
132,M2-T88,U,,0.437147418050386,0.7731249961395668,0.7505585075095307,,,
133,M2-T89,U,,0.4530725438111709,0.7204609097161527,0.4875181002275872,,0.9428892922600068,
134,M2-T90,U,,0.522514687437866,0.7501089850870207,,,0.405100745159029,
135,M2-T92,U,85.51147054017225,0.1643406682959176,0.7526342722253334,,,,
136,M2-T94,U,,0.3549250293747359,0.7467930613768604,,,,
137,M2-T97,中西区,1.909503233069616,0.1663172961551431,0.7698095217875868,,,0.7905160251880564,
138,M2-T98,U,,0.4611786094569122,0.7731249961395668,0.7505585075095307,,,
139,M2-T99,U,,0.2723031621755665,0.7106818302380072,,,,
140,M2-T101,U,1.6811422514371877,0.4675479024661712,0.8167169371800503,0.7694653534623882,,0.6982052055778941,
141,M2-T102,中西区,1.5875527179562698,0.0624706524448152,0.7738840348716005,0.5879801059915818,,,
142,M2-T104,中西区,1.909503233069616,0.3089541588758401,0.7518010405439227,0.5879801059915818,,,
143,M2-T105,中西区,1.4333127041101048,0.319035266104243,0.7427546690156718,,,,
144,M2-T110,U,,0.3350697122840208,0.5186545308266494,,,,
145,M2-T111,U,,0.4620685127728374,0.6615094420792975,,,0.4655657616470813,
146,M2-T112,U,,0.1891106578865764,0.6615094420792975,,,0.4655657616470813,
147,M2-T113,U,,0.2437625158154373,0.7078829662028985,,,,
148,M2-T115,U,,0.3680391154480414,0.7501206186942416,0.7044206207369238,,,
149,M2-T117,U,71.51181232246957,0.5713496550451918,0.7106415532375111,,,0.6886959236193064,
150,M2-T119,U,1.6811422514371877,0.2752549542308034,0.7733262580365973,,,,
151,M2-T123,中西区,1.6443397413576757,0.3587840364368038,0.7081472682630723,,,,
152,M2-T124,中西区,1.909503233069616,0.2128010375564175,0.7176892558321842,,,,
153,M2-T126,U,,0.2988129529597807,0.7204861981800736,,,0.5579927021812742,
154,M2-T127,U,,0.4253263169407766,0.7068774917389108,0.5335321799316843,,,
155,M2-T128,中西区,1.5988618011638671,0.2792742755075768,0.6965224725052753,,,,
156,M2-T129,U,,0.2790016164436921,0.683544886940146,,,0.5826783896283985,
157,M2-T132,U,,0.2031677073911364,0.7124912090135136,,,0.651627880836692,
158,M2-T137,U,,0.388976117562037,0.6841067436365444,,,0.526261927579568,
159,M2-T140,中西区,1.290172445309378,0.2170005521676951,0.7261770476305717,0.5879801059915818,,,
160,M2-T142,U,,0.2961628361423254,0.7508550024678178,0.609092388393114,,,
161,M2-T147,U,,0.3373808936240552,0.5448687845119199,0.2782235120396991,,,
162,M3-T1,U,,0.3966479694343083,0.8327031555601796,0.6945134082170443,,,
163,M3-T5,U,,0.3223518766269921,0.7450410780985579,,,0.5564700152484731,
164,M3-T7,中西区,0.5317136421713919,0.1966005145928252,0.819123987477589,,,,
165,M3-T8,U,,0.4553751185574712,0.8172823757255915,0.5835676107353773,,,
166,M3-T11,中西区,0.9802628381870024,0.3031999236763599,0.8277089979504184,0.5879801059915818,,,
167,M3-T12,U,,0.2499178602887415,0.65656938239163,,,,
168,M3-T13,U,1.4728690920680376,0.3327321469312236,0.8882402019318651,0.7694653534623882,,1.0,
169,M3-T15,U,,0.3623671157422684,0.8213632949312607,0.6769940296652395,,,
170,M3-T16,U,96.00443922162567,0.325259833292046,0.7829234209332739,0.5912866196322812,,,
171,M3-T18,U,,0.3106145805401927,0.8310087369098603,0.7505585075095307,,,
172,M3-T21,U,,0.2533621372219736,0.7476002273279766,,,,
173,M3-T25,中西区,0.7991269196322315,0.3009207381240548,0.8186980956246125,,,0.8031510210072816,
174,M3-T30,U,,0.1857094818961362,0.7754866965826415,,,0.6610659471793159,
175,M3-T31,U,,0.2943863037768025,0.5784938868944792,,,,
176,M3-T33,U,,0.1893565702302593,0.6513857352315807,,,0.2649014784136259,
177,M3-T36,U,,0.2881107440510646,0.5695919495722093,,,0.4897142561798313,
178,M3-T38,中西区,0.9802628381870024,0.3056856436603009,0.8087289509366028,,,,
179,M3-T39,U,85.61158905040712,0.350126547845583,0.8257492159102995,0.688475534434771,,,
180,M3-T46,U,,0.2952876594735227,0.5575942713924877,,,0.4033921427096936,
181,M3-T55,U,,0.4473482978495094,0.8235144038920448,0.6663666480773798,,,
182,M3-T59,中西区,1.0028544656348817,0.3970780264078232,0.6012346486451087,,,,
183,M3-T62,U,,0.402148638643618,0.7963149985816659,,,,
184,M3-T64,U,,0.3468209105110584,0.8099359411587501,,,0.7703136245801875,
185,M3-T69,中西区,2.982533242849812,0.3361480344787857,0.7837208497904734,,,,
186,M3-T71,U,1.4728690920680376,0.2226518483724728,0.8340695820225092,,,,
187,M3-T72,U,1.4728690920680376,0.3589721242671622,0.8621458033509287,,,,
188,M3-T74,中西区,0.7426352560254614,0.2352010752238167,0.8544751219748405,,,,
189,M3-T75,U,,0.3685484551034765,0.8015860037317566,,,,
190,M3-T76,中西区,1.0724313887092902,0.2457960972597854,0.8955268264869869,,,0.6846721278956719,
191,M3-T78,U,,0.4362827265892015,0.476696313816211,,,0.3489460240550309,
192,M3-T81,中西区,1.3277273163189318,0.2163264031190966,0.8290358308578879,0.5879801059915818,,,
193,M3-T82,中西区,0.9802628381870024,0.4059572071821113,0.850818857195133,0.5879801059915818,,,
194,M3-T84,U,,0.3188219357384373,0.6192474286130023,0.5879801059915818,,0.5014058035284431,
195,M3-T85,U,,0.2186169478068012,0.7759886136865389,,,,
196,M3-T88,U,,0.3802929245653905,0.8310087369098603,0.7505585075095307,,,
197,M3-T89,U,,0.4236761401672211,0.7709876802096756,0.4875181002275872,,0.7462117906972539,
198,M3-T90,U,,0.3405431704153474,0.8160355504317386,,,0.3853284947589721,
199,M3-T92,U,85.61158905040712,0.2861730598673427,0.7978715983811021,,,,
200,M3-T94,U,,0.357470988683038,0.8280863015789278,,,,
201,M3-T97,中西区,0.9802628381870024,0.3061484845237074,0.8594718079400644,,,0.8784514793856729,
202,M3-T98,U,,0.4834651825240734,0.8310087369098603,0.7505585075095307,,,
203,M3-T99,U,,0.2290347447108028,0.7826949170356423,,,,
204,M3-T101,U,1.4728690920680376,0.7139538715882161,0.8993345415407326,0.7694653534623882,,0.9100725685290476,
205,M3-T102,中西区,0.7552344094011745,0.2866879143840686,0.8215044521698124,0.5879801059915818,,,
206,M3-T104,中西区,0.9802628381870024,0.4041941687059022,0.8277089979504184,0.5879801059915818,,,
207,M3-T105,中西区,1.325915205705237,0.1985180027978648,0.8113187943701867,,,,
208,M3-T110,U,,0.3455724629782224,0.5423176405564853,,,,
209,M3-T111,U,,0.4408987401097515,0.6947015765230984,,,0.3870093400895711,
210,M3-T112,U,,0.2634967999090154,0.6947015765230984,,,0.3870093400895711,
211,M3-T113,U,,0.217549271215,0.7620820097798151,,,,
212,M3-T115,U,,0.4866383254086325,0.844185139353584,0.7044206207369238,,,
213,M3-T117,U,70.02100078858996,0.5109635056407518,0.7608829250965355,,,0.7103080742108512,
214,M3-T119,U,1.4728690920680376,0.3341624249226346,0.8621458033509287,,,,
215,M3-T123,中西区,1.1087844451067208,0.3866382265392665,0.7851611702047644,,,,
216,M3-T124,中西区,0.9802628381870024,0.3997129088208306,0.8035273289107417,,,,
217,M3-T126,U,,0.3109752957360119,0.8036223281325502,,,0.5703579684578444,
218,M3-T127,U,,0.4455213435641065,0.7793432929309938,0.5335321799316843,,,
219,M3-T128,中西区,1.4892191567448654,0.172371192337545,0.7880896127317037,,,,
220,M3-T129,U,,0.2537440761827714,0.7668790708262548,,,0.7018575679453861,
221,M3-T132,U,,0.2986575362554013,0.7660594549604847,,,0.654144055638153,
222,M3-T137,U,,0.3554354865520609,0.7648186243970724,,,0.4819833259320424,
223,M3-T140,中西区,0.6646251599453827,0.434001244406857,0.7900629770427625,0.5879801059915818,,,
224,M3-T142,U,,0.3653602603265242,0.8193731811951953,0.609092388393114,,,
225,M3-T147,U,,0.3309955302603304,0.6279028246257842,0.2782235120396991,,,
226,M4-T1,U,,0.2863504029770877,0.7539787206589067,0.6966125333402003,0.5130555996553984,,
227,M4-T5,U,,0.2642594940680249,0.7233138385576137,,0.4808774358963614,,
228,M4-T7,中西区,1.8252762130873244,0.2193682493023123,0.7261128003962496,,0.420456971462658,,
229,M4-T8,U,,0.1752044775478451,0.6996934106883207,0.5606026146757258,,,
230,M4-T11,中西区,0.9773983272905428,0.1355196371155594,0.721798678791087,0.6486798711202285,0.4082194290823203,,
231,M4-T12,U,,0.2923556783245162,0.7077978350990191,,0.4921765654920252,,
232,M4-T13,U,0.6622604530733421,0.213852518425498,0.7366682258096885,0.525935206938789,,,
233,M4-T15,U,,0.2565884870291496,0.7083617836959769,0.6381160742798108,,,
234,M4-T16,U,97.9456795927722,0.5164800307103018,0.6704349325639918,0.5337812142957231,0.3545024537535931,,
235,M4-T18,U,,0.2532139921334791,0.7377712316733726,0.6612732202766874,,,
236,M4-T21,U,,0.4600017798964582,0.7285267186830664,,0.5721353489263218,,
237,M4-T25,中西区,2.672948049495525,0.3885214156549283,0.7251395109436942,,,,
238,M4-T30,U,,0.1586152527355184,0.6712183018174496,,,,
239,M4-T31,U,,0.2086975954813819,0.6036089356831412,,0.5346994423004199,,
240,M4-T33,U,,0.0979537361289391,0.5932861672297293,,,,
241,M4-T36,U,,0.1532210686509492,0.5555060846225615,,0.4358438882204443,,
242,M4-T38,中西区,0.9773983272905428,0.2428315090567638,0.7311633642765923,,0.3790128562447763,,
243,M4-T39,U,87.47519485457207,0.142075339308644,0.7362051193611469,0.8157433607214416,,,
244,M4-T46,U,,0.2666831357832077,0.4573115655132078,,,,
245,M4-T55,U,,0.2522407881417693,0.7265874086997558,0.6132639404141146,,,
246,M4-T59,中西区,2.605663868361494,0.3048476033042426,0.573303839445025,,0.4230455584784522,,
247,M4-T62,U,,0.2557224592304097,0.7570804820010303,,0.5288191810139259,,
248,M4-T64,U,,0.3307758294518672,0.6635877353270941,,,,
249,M4-T69,中西区,4.493030996386583,0.3028972038168696,0.8033742565250949,,0.6682427749344478,,
250,M4-T71,U,0.6622604530733421,0.4738662613601703,0.6735961306139037,,,,
251,M4-T72,U,0.6622604530733421,0.523707888495309,0.7384212191337005,,,,
252,M4-T74,中西区,2.2649974822965464,0.2614348144642813,0.7336659648181759,,0.4305778703306703,,
253,M4-T75,U,,0.2152456089233589,0.7253450493314096,,0.429059837044363,,
254,M4-T76,中西区,2.760027684682642,0.3030968733348245,0.7308498504901967,,,,
255,M4-T78,U,,0.255316873055864,0.4169176601906064,,,,
256,M4-T81,中西区,0.6488102986755652,0.1698324666409433,0.7313223020285932,0.6486798711202285,0.402443105213589,,
257,M4-T82,中西区,0.9773983272905428,0.2784528505970068,0.752199883346546,0.6486798711202285,0.5416927107003724,,
258,M4-T84,U,,0.3269151461992419,0.64850610637093,0.6486798711202285,,,
259,M4-T85,U,,0.3416331141444391,0.6596019489712008,,0.3272581851083134,,
260,M4-T88,U,,0.1185883369860614,0.7377712316733726,0.6612732202766874,,,
261,M4-T89,U,,0.2916496307996057,0.6303418353368025,0.4670061164538143,,,
262,M4-T90,U,,0.3801541107993769,0.7317398954404069,,,,
263,M4-T92,U,87.47519485457207,0.2067605077599382,0.7272108766325737,,0.4037055270723764,,
264,M4-T94,U,,0.2413745263354603,0.7115691463772492,,,,
265,M4-T97,中西区,0.9773983272905428,0.3899206632854151,0.7151680552768869,,,,
266,M4-T98,U,,0.3138596613776823,0.7377712316733726,0.6612732202766874,,,
267,M4-T99,U,,0.2020285828812119,0.7065274535852875,,0.3974860830764294,,
268,M4-T101,U,0.6622604530733421,0.3860724613058027,0.7809943412533472,0.525935206938789,,,
269,M4-T102,中西区,2.562703678866152,0.3376396429469019,0.697137394252114,0.6486798711202285,0.4218639961420352,,
270,M4-T104,中西区,0.9773983272905428,0.2513328166350781,0.721798678791087,0.6486798711202285,0.4082194290823203,,
271,M4-T105,中西区,0.924685628509566,0.1712512988740399,0.7218329347257829,,0.4049260011881244,,
272,M4-T110,U,,0.2501288635416432,0.4640639439245901,,,,
273,M4-T111,U,,0.1678868088251082,0.536858274007787,,,,
274,M4-T112,U,,0.075711111341878,0.536858274007787,,,,
275,M4-T113,U,,0.2252389667816945,0.72553526496678,,0.4818552230603907,,
276,M4-T115,U,,0.38128139521058,0.7064315030761925,0.6447083182347516,,,
277,M4-T117,U,71.48738226866318,0.222242629921947,0.6933130666296522,,,,
278,M4-T119,U,0.6622604530733421,0.1505442636238975,0.7384212191337005,,,,
279,M4-T123,中西区,0.90262692633506,0.3393773766258821,0.7332443953072275,,0.5212728643830878,,
280,M4-T124,中西区,0.9773983272905428,0.2302261053056015,0.7521434946603064,,0.4522496282500579,,
281,M4-T126,U,,0.3198565392505617,0.6677876383845465,,,,
282,M4-T127,U,,0.1853812286683407,0.7451616760599901,0.6352292328483089,0.4897695936488777,,
283,M4-T128,中西区,3.16714498679204,0.2106056119921537,0.7439164813230034,,0.582670013104158,,
284,M4-T129,U,,0.1700951613155215,0.6682385511593968,,,,
285,M4-T132,U,,0.187381855278037,0.702429416415965,,,,
286,M4-T137,U,,0.3432235216875501,0.639185969277523,,,,
287,M4-T140,中西区,1.542971257140641,0.3830382539043526,0.7485539290767104,0.6486798711202285,0.4410875232178561,,
288,M4-T142,U,,0.233500588645363,0.7083301669539345,0.5497198833501471,,,
289,M4-T147,U,,0.2763228481479844,0.5933318891865458,0.3083644454700682,0.7054443845630741,,
290,M5-T1,U,,0.5018179422717272,0.6886744096127884,0.4237854239838416,,,
291,M5-T5,U,,0.4186237114612234,0.5968163465126235,,,0.5714326943269018,
292,M5-T8,U,,0.5085933155530868,0.7020782823464281,0.3668800296283052,,,
293,M5-T12,U,,0.3248936067021042,0.5340538843856971,,,,
294,M5-T13,U,5.003577650245923,0.3449309058610881,0.7009487163091197,0.4740885102962053,,0.5899415979550041,
295,M5-T14,九龙城区,0.2414739617643342,0.446589003915927,0.7010711751720775,0.4549532423052205,,,
296,M5-T15,U,,0.479138772178848,0.7088776486820906,0.3468993155210742,,,
297,M5-T16,U,98.12813883653276,0.4358578336141792,0.657785027275672,0.4307102192582126,,,
298,M5-T18,U,,0.4181968558616897,0.6769704636762721,0.4253744484590254,,,
299,M5-T21,U,,0.3029612888593804,0.6117340482086557,,,,
300,M5-T30,U,,0.3013714060625776,0.6327691511406878,,,0.4811451943804723,
301,M5-T31,U,,0.3136587991297216,0.5531641604412354,,,,
302,M5-T33,U,,0.1634715120002481,0.4977904239133882,,,0.1555787344618782,
303,M5-T36,U,,0.3479998371383064,0.4631345346390016,,,0.3425087144191537,
304,M5-T39,U,88.56603567021932,0.3881004941969397,0.7229147535217512,0.4017446523615549,,,
305,M5-T46,U,,0.3551623784403023,0.5223843870179613,,,0.4512605329071621,
306,M5-T47,九龙城区,0.8667854676239743,0.4962863994901908,0.7114865593607038,,,0.6679216832413338,
307,M5-T55,U,,0.5085162347207582,0.6576581737351712,0.3647316684792785,,,
308,M5-T62,U,,0.4019446139906573,0.63352793957868,,,,
309,M5-T64,U,,0.3778642486089785,0.7069960096344058,,,0.4695004843189854,
310,M5-T71,U,5.003577650245923,0.3534495782769187,0.6879421752033387,,,,
311,M5-T72,U,5.003577650245923,0.4181261042702815,0.6819754982707977,,,,
312,M5-T75,U,,0.443527005494156,0.6453594511446005,,,,
313,M5-T78,U,,0.5265420623072687,0.3775498409104152,,,0.2327187902664609,
314,M5-T84,U,,0.355448731499523,0.4764719527860841,0.4125325667219035,,0.4046901201437289,
315,M5-T85,U,,0.3002066517461959,0.6557770133740932,,,,
316,M5-T88,U,,0.4088916687279595,0.6769704636762721,0.4253744484590254,,,
317,M5-T89,U,,0.5061916078728947,0.6847793119279477,0.3015954583870726,,0.7220004928542155,
318,M5-T90,U,,0.451277716116054,0.6953231016025598,,,0.4317798975210034,
319,M5-T92,U,88.56603567021932,0.3130285790722953,0.6535935298749862,,,,
320,M5-T94,U,,0.4506176632852037,0.6910882879170303,,,,
321,M5-T98,U,,0.5211233799973253,0.6769704636762721,0.4253744484590254,,,
322,M5-T99,U,,0.3009137221033476,0.6318262570596154,,,,
323,M5-T101,U,5.003577650245923,0.7528429306898352,0.7252678284147892,0.4740885102962053,,0.5279177116953171,
324,M5-T110,U,,0.3640757281850719,0.4884449046938971,,,,
325,M5-T111,U,,0.3673445945557765,0.6013682160795547,,,0.4378337562674939,
326,M5-T112,U,,0.207703511760671,0.6013682160795547,,,0.4378337562674939,
327,M5-T113,U,,0.3119062808711267,0.627895758577834,,,,
328,M5-T115,U,,0.5816498448069777,0.741419624414313,0.4672080470271139,,,
329,M5-T116,九龙城区,1.8517594986685988,0.4338522480999386,0.6114269756751348,,,0.5437441851780148,
330,M5-T117,U,68.2569786075255,0.5540966161054598,0.644128461827379,,,0.6552105010301227,
331,M5-T119,U,5.003577650245923,0.339997904032232,0.6819754982707977,,,,
332,M5-T126,U,,0.352528666489029,0.7169267888650416,,,0.5491212470309618,
